epoch,loss,psnr,val_loss,val_psnr
24,1.8641059874226708e-05,95.74356736545518,1.86567935584621e-05,95.8361805308949
25,1.7453707456840435e-05,96.04055072846668,1.76507684238569e-05,96.10667058771307
26,1.6342715571566225e-05,96.3371386306158,1.659404312676722e-05,96.37331385756984
27,1.5364001188394646e-05,96.6165317327326,1.6642438436754286e-05,96.41044551964963
28,1.4565335714208322e-05,96.86459411763367,1.4757171359661064e-05,96.91124785452178
29,1.3756953531049631e-05,97.12545644764577,1.3974902851094322e-05,97.17783249363755
30,1.3125298752544837e-05,97.34505235720903,1.380006818208406e-05,97.26715910940459
31,1.2453735050654266e-05,97.58991674818915,1.2812177241853947e-05,97.58893048835523
32,1.189383135290761e-05,97.8053670531942,1.2454954666089069e-05,97.73281481193774
33,1.1438482678214485e-05,97.99128337584453,1.2427460674327008e-05,97.77031777121805
34,1.1010666701851503e-05,98.17177132346413,1.1288605999266799e-05,98.15129838423296
35,1.0584890147744915e-05,98.35924894604094,1.1057712452549656e-05,98.22630263819839
36,1.0292354592125259e-05,98.49417649418046,1.1768534816589884e-05,98.06809239243016
37,9.955583142255333e-06,98.65734969772659,1.027947164953785e-05,98.58106518369732
38,9.681930452541667e-06,98.79463970122082,1.0754160145800349e-05,98.27788724032315
39,9.477755052389226e-06,98.8956357209888,1.0136651072764035e-05,98.74825952703303
40,9.22953058549774e-06,99.03270768883623,9.985172164306278e-06,98.80043501420455
41,9.092692832609298e-06,99.10829193257507,9.868215817153793e-06,98.69057196414832
42,8.871978808945806e-06,99.23054415616122,9.183021423571821e-06,99.13853204900568
43,8.717629641338169e-06,99.32247771292022,9.025024094929298e-06,99.24803799715909
44,8.58507793459668e-06,99.39704328203534,8.913952936409535e-06,99.34397980661103
45,8.427168558755892e-06,99.49536226072512,8.804814462399173e-06,99.32324375961767
46,8.296006239115125e-06,99.57744578114756,8.750153034325745e-06,99.47364677660393
47,8.194394204216724e-06,99.6414411979622,8.471170795845947e-06,99.55070033217922
48,8.063912491558612e-06,99.7250993571248,8.37071503624567e-06,99.63070498379794
49,8.00597776775791e-06,99.7671840626821,8.54719114200138e-06,99.39395747329249
50,7.906302275407274e-06,99.82609788872423,8.58928731648837e-06,99.38168718742602
51,7.841502807075554e-06,99.87658326760317,8.08238500570896e-06,99.80425183845288
52,7.74724081591532e-06,99.94004948329258,8.026666538088731e-06,99.8312163844253
53,7.688284733295787e-06,99.97994674504776,8.0587707226655e-06,99.71294694380326
54,7.6160370507069955e-06,100.02941483646562,8.105858964744116e-06,99.8222837043531
55,7.552853845749002e-06,100.07330818087348,7.86844741676098e-06,99.98785904393051
56,7.467352353310617e-06,100.13460391598149,7.744516540586836e-06,100.01821621981534
57,7.4403471926903994e-06,100.15633828898966,8.015656727145666e-06,99.68946741277522
58,7.354346002408115e-06,100.21266457795541,7.614380322620767e-06,100.10031109434186
59,7.334198085086459e-06,100.23018872810133,7.570069104104098e-06,100.08314740730054
60,7.287902043972789e-06,100.26005981800995,7.509774626889725e-06,100.17539617365057
61,7.2230570177582365e-06,100.31127812810155,7.471264388820572e-06,100.14426750414299
62,7.168977935368693e-06,100.34847754205023,7.849921687672824e-06,99.74816811301491
63,7.102568401074627e-06,100.39460209204044,7.3594033865171666e-06,100.30494472619259
64,7.057210284958299e-06,100.42682735914394,7.587495937596858e-06,99.95614684133818
65,6.997339346621534e-06,100.47057735700986,7.63419169688308e-06,100.1617612434156
66,6.970237499591202e-06,100.49157200455387,7.2556425782915374e-06,100.24059471361565
67,6.927108926503726e-06,100.52107941314057,7.36655432719448e-06,100.39172298546994
68,6.945178383554748e-06,100.51850841388836,7.159524077658055e-06,100.4457119103634
69,6.85728649069929e-06,100.58652114548049,8.0483529872612e-06,99.9793212890625
70,6.82708908533957e-06,100.61413665984894,7.1861218175124096e-06,100.47940942012903
71,6.834267854901131e-06,100.60543722797385,7.009047826476021e-06,100.51917562773734
72,6.781972193124971e-06,100.6473956156555,7.086225725123024e-06,100.56736380837181
73,6.742498703408278e-06,100.68560337093326,6.939483354830317e-06,100.5842388268673
74,6.717934102855552e-06,100.69773938870374,6.9832270293607674e-06,100.61862104011304
75,6.704209057406546e-06,100.71223113657989,6.884903654501999e-06,100.59661675655481
76,6.642840855042852e-06,100.76246963251998,6.842922167296903e-06,100.6354794588956
77,6.624795886634883e-06,100.77436383511915,6.814599678226373e-06,100.67309778386897
78,6.611458153956698e-06,100.78317639971112,6.803370257385364e-06,100.68435164942886
79,6.547582898410265e-06,100.83999808215873,6.834379969818242e-06,100.70202433268229
80,6.549996433022898e-06,100.83484327267378,6.7363468312550776e-06,100.71090097138377
81,6.528269944756006e-06,100.85223413213983,6.874138820090924e-06,100.5061205777255
82,6.524143815380472e-06,100.85756895621061,6.776990471046178e-06,100.77506478049538
83,6.487317507472465e-06,100.88637034738537,6.750780531464525e-06,100.7779990456321
84,6.517632285773492e-06,100.85858353621477,6.691292784318759e-06,100.6999062278054
85,6.464567543659726e-06,100.90083240002186,6.66908868107853e-06,100.8610307635683
86,6.4336080451713446e-06,100.93221775366155,6.658034131264272e-06,100.83741274746981
87,6.429183661488199e-06,100.93134021252186,6.609532192669576e-06,100.81466808897076
88,6.378810968528388e-06,100.97962789468832,6.617597070792479e-06,100.83877355402166
89,6.412394365973093e-06,100.94551444100333,6.592688932318142e-06,100.8804868293531
90,6.396877934115137e-06,100.959578409973,6.798696182214013e-06,100.78287769664418
91,6.329377360818275e-06,101.02216570305102,6.553427779594627e-06,100.93435433127664
92,6.3516041411322735e-06,100.99990068769121,6.525684991422829e-06,100.85841952237216
93,6.316949117541778e-06,101.01467543239637,7.249059305622447e-06,100.56660970052083
94,6.325719745363362e-06,101.01827993183981,7.397885416470341e-06,100.38357590184067
95,6.284817547422328e-06,101.04509963598007,6.463447232707756e-06,100.97777848677201
96,6.257953874030819e-06,101.06718219463642,6.451014260991624e-06,101.03103022719874
97,6.2483905028547204e-06,101.08095209366236,6.407995908485838e-06,100.98058670506333
98,6.250921961787172e-06,101.07453186319702,6.532077421786998e-06,100.77645111083984
99,6.199029050341379e-06,101.12428701120656,6.407761776989157e-06,100.92256774902344
100,6.203680148284509e-06,101.11408168481502,6.346577039507931e-06,101.02783170757871
101,6.155159442807251e-06,101.15181119834348,6.608007482678989e-06,100.95315163352272
102,6.123202318096471e-06,101.17942258465818,6.423264610268895e-06,101.03922558408794
103,6.118830917207381e-06,101.18122324554514,6.30235237457038e-06,101.01477758234198
104,6.103046657731252e-06,101.1878365868344,6.303285700789384e-06,101.03949228922527
105,6.069750716284407e-06,101.2202276077804,6.227413447931846e-06,101.10336738355232
106,6.046396475584471e-06,101.23831710424179,6.674532927387521e-06,100.8666318026456
107,6.04959551698424e-06,101.23338334801592,6.22532546858014e-06,101.05171934185606
108,6.023720491745601e-06,101.2519126106031,6.1738553774899405e-06,101.21735137014679
109,5.996633909110415e-06,101.28023545769823,6.150302033347543e-06,101.17610644716206
110,6.003870509602799e-06,101.2615860554444,6.152127725451437e-06,101.23225273363518
111,5.963540934529283e-06,101.30253566359585,6.192432589490306e-06,101.20525799375592
112,5.945394761663767e-06,101.31441128604062,6.106158492581347e-06,101.23359971479935
113,5.912404846718571e-06,101.34307257449989,6.083741575849038e-06,101.2492001620206
114,5.903769187253519e-06,101.35312974053942,6.097923883454782e-06,101.21686706542968
115,5.881531312842587e-06,101.36505740861514,6.079075843224542e-06,101.18240342573687
116,5.865455515285013e-06,101.37401787817895,6.028083614430877e-06,101.2897232055664
117,5.837196332685018e-06,101.40670229611698,6.026319597091942e-06,101.24133328524503
118,5.819970874548244e-06,101.425165521226,6.611602384509752e-06,100.86428259647253
119,5.833890515759246e-06,101.400498792386,6.039654261147723e-06,101.3029170180812
120,5.816560868029472e-06,101.41470271326168,5.934982662879382e-06,101.33021790475556
121,5.8201500082855e-06,101.41169370709044,5.933296655381459e-06,101.34199662642045
122,5.756371716152858e-06,101.46762444911859,6.041121251297282e-06,101.30863998875473
123,5.777875542605273e-06,101.44630488753597,6.641579633045088e-06,100.8828027898615
124,5.7614464345525155e-06,101.46400329376434,5.964253732875504e-06,101.35514766808713
125,5.73446575074556e-06,101.48277847112197,5.890353383041325e-06,101.41419224594578
126,5.6922050878452515e-06,101.52900367719032,5.888386586968519e-06,101.37238649310488
127,5.687151510596936e-06,101.52645902833738,6.016371701138489e-06,101.14070448441939
128,5.668373963965409e-06,101.54457872795336,5.931325240177984e-06,101.36617949514678
129,5.698127735745094e-06,101.50813726465185,6.092727386258599e-06,101.27389618844697
130,5.660678186352932e-06,101.53963934482672,5.7920449376758896e-06,101.49949350068063
131,5.61332398720478e-06,101.5944101414536,5.845973596892277e-06,101.3432265772964
132,5.629227634757189e-06,101.56906951121795,6.359106919262558e-06,101.04069463556463
133,5.606027866071858e-06,101.59169799235595,5.772152381365286e-06,101.42646752559777
134,5.5722340386896015e-06,101.62525734854745,5.7818053199188205e-06,101.54768371582031
135,5.5927397507605266e-06,101.59591014799815,5.7562347468443806e-06,101.58267124060428
136,5.581830617361691e-06,101.60473591411031,5.776701398259099e-06,101.44309595281428
137,5.54712935828301e-06,101.64447216469647,5.714857097976192e-06,101.53522181655421
138,5.562437740917098e-06,101.61614865460874,5.786738468790039e-06,101.34575010357482
139,5.520070612736604e-06,101.6640995813472,5.674551258297552e-06,101.57682171445904
140,5.508217714621228e-06,101.67476654906373,5.700582603436267e-06,101.47528455329663
141,5.53676763668576e-06,101.63404356274016,5.647561920341104e-06,101.5756484522964
142,5.507527846947276e-06,101.66443874047908,6.094848311366866e-06,101.26327417547053
143,5.482139957861881e-06,101.68952973763703,5.991811047517165e-06,101.08522995457504
144,5.499607817113013e-06,101.66734399897791,5.60185125130264e-06,101.60583190917968
145,5.444884078433948e-06,101.7302084905451,5.801615930756794e-06,101.45872284860322
146,5.432442590094948e-06,101.7350187074888,5.862753421366285e-06,101.44505425655481
147,5.4555055758016135e-06,101.70553015648902,5.669355491453175e-06,101.60300561153528
148,5.414371693053048e-06,101.7497348641349,5.941670764459008e-06,101.38255809437145
149,5.445089908490744e-06,101.71746882654293,5.739864848168729e-06,101.49973999948213
150,5.395521047131087e-06,101.76284894752058,5.579858575264084e-06,101.5924028338808
151,5.381723065867489e-06,101.77403790809613,5.510422843971438e-06,101.66748014507871
152,5.394891763634064e-06,101.76049766842857,5.518922884992648e-06,101.62765858968099
153,5.397103665900156e-06,101.74880408796119,5.668358732112789e-06,101.57185238924893
154,5.404474222581112e-06,101.74453027187249,5.510164351796971e-06,101.63456032492898
155,5.367427559286309e-06,101.78391055447239,5.6322203239357226e-06,101.44177606756037
156,5.365860258188847e-06,101.78280289870042,5.535306280018465e-06,101.7524814490116
157,5.354718300294457e-06,101.79771432160776,5.488605568120186e-06,101.69713587905422
158,5.315562009808416e-06,101.83486835897664,5.610873471816762e-06,101.43502752130682
159,5.320190359402224e-06,101.82894950599938,5.459295254805704e-06,101.73167692242247
160,5.356332875908901e-06,101.7831822179692,6.286616371653508e-06,101.10687288226504
161,5.312040286472567e-06,101.83870772141677,5.539798742878096e-06,101.68524835759943
162,5.304013999587884e-06,101.83957670127317,5.415896615004661e-06,101.79843611283736
163,5.294421757615496e-06,101.84905600238791,5.414724121995581e-06,101.7681352557558
164,5.268413072208671e-06,101.87171371424392,5.488766515609865e-06,101.71605340206261
165,5.2846728515130685e-06,101.85532029016312,5.515964725914686e-06,101.564521558357
166,5.2880825383306726e-06,101.84712451427967,5.40443134840726e-06,101.81375616824988
167,5.258391583208804e-06,101.87849909571223,5.431119935758144e-06,101.6913602886778
168,5.2688387476992176e-06,101.86235929333525,5.6158448745863455e-06,101.64180173006925
169,5.250272279311721e-06,101.88618995506447,5.377707406516878e-06,101.81236563017875
170,5.255644893648397e-06,101.8721788853643,5.37971283131011e-06,101.76923301003195
171,5.215660463673272e-06,101.92107847627226,5.4130884756997345e-06,101.83715561375473
172,5.2078814596210584e-06,101.9287529037938,5.336186322066086e-06,101.8564668597597
173,5.19997639655033e-06,101.9310791983082,5.727820007450646e-06,101.51623502789121
174,5.223260800522971e-06,101.90246563322339,5.331775749558195e-06,101.86309967041015
175,5.187735988606947e-06,101.94518380474099,5.426321979140277e-06,101.7494428692442
176,5.203494486062639e-06,101.91950758571669,5.4991282371647134e-06,101.7209335789536
177,5.222673924241051e-06,101.89791058733746,5.3073853505889986e-06,101.83702170632102
178,5.169436035154803e-06,101.95514181283804,5.302498133956264e-06,101.9287730361476
179,5.177034573240227e-06,101.94943061881966,5.456617614210259e-06,101.7759066957416
180,5.161705932364267e-06,101.96761591131038,5.309747978048329e-06,101.80506633411754
181,5.178574229302813e-06,101.9371970906291,5.271959283466761e-06,101.84559686834162
182,5.158867720076418e-06,101.96573832194011,5.262262749800522e-06,101.8529999704072
183,5.174961551493506e-06,101.94206817271271,5.285475620467244e-06,101.89480012835878
184,5.144384033910959e-06,101.98266553687604,5.502352255324227e-06,101.68781030828302
185,5.176771982233903e-06,101.9355140504637,5.489984108531974e-06,101.71863380200935
186,5.153828767269703e-06,101.964903517503,5.236497588956616e-06,101.94829240278764
187,5.123851809030659e-06,101.99827356725307,5.2852357922264755e-06,101.90686030532375
188,5.141924119351004e-06,101.9704834027057,5.274625323870692e-06,101.92117697975853
189,5.1212156355847215e-06,101.99750515028592,5.349046684634893e-06,101.81727928392814
190,5.112990076714852e-06,102.00340031194798,5.373982750108663e-06,101.853576706395
191,5.123432559236783e-06,101.98759333826168,5.330939433351335e-06,101.8402987393466
192,5.106084609251157e-06,102.01388586368871,5.753663853366479e-06,101.46097782019413
193,5.102446744077902e-06,102.01151246397646,5.475819861286172e-06,101.74898233124703
194,5.10400724495344e-06,102.01478946356785,5.418876833463208e-06,101.72490192760121
195,5.075087261960558e-06,102.04201794960004,5.483143341376545e-06,101.72223857532848
196,5.122867790926633e-06,101.9892233013162,5.320688524079742e-06,101.89382093024976
197,5.095630699150901e-06,102.01394158565637,5.248460916901063e-06,101.87752348003966
198,5.071546206710614e-06,102.04292197772118,5.171427536962173e-06,101.94790187026516
199,5.070242126651259e-06,102.04184641591318,5.183342129770829e-06,101.91973220362807
200,5.068741026125514e-06,102.04398833446014,5.2262823594377774e-06,101.9765010024562
201,5.070178481356848e-06,102.04296852805398,5.270724603068437e-06,101.91465805516098
202,5.065480960048095e-06,102.04760000019918,5.215545898505352e-06,101.83075880570846
203,5.070402517144335e-06,102.03664541248953,5.152297520301848e-06,102.02543570778586
204,5.054838091208565e-06,102.0550479673728,5.143329591109332e-06,101.99094344630386
205,5.048842299582371e-06,102.06850162888462,5.141256425497087e-06,101.98836346250592
206,5.042884056434338e-06,102.06689665823272,5.313653712095622e-06,101.89786441687382
207,5.060736633852351e-06,102.04688877559208,5.2969447703314165e-06,101.91628270004735
208,5.044756383652878e-06,102.06697183604562,5.429194574059114e-06,101.72659347996567
209,5.056161705221281e-06,102.05301120357913,5.19027261995661e-06,101.93981263131806
210,5.045718101540427e-06,102.05751658335154,5.117831050015273e-06,101.98640386408026
211,5.00966833551544e-06,102.10530494316474,5.116613749233886e-06,102.02890333695845
212,5.011404448666511e-06,102.09549488129872,5.33774206787436e-06,101.87478757916075
213,5.045965531545676e-06,102.05780696913357,5.202329587270718e-06,102.00820340243253
214,5.023029843275544e-06,102.08774794287336,5.097614818320532e-06,102.04795439749053
215,5.044018514205388e-06,102.06000361017969,5.108312741482003e-06,102.05860993356416
216,5.007579871947907e-06,102.09891105171684,5.099895078632416e-06,102.07488412568064
217,5.0282706686074815e-06,102.07615173908935,5.0870910248098275e-06,102.0373872236772
218,4.990088106427135e-06,102.11746615821109,5.1082505651169354e-06,102.03801741166548
219,4.996087146772644e-06,102.11509636369897,5.265419498424639e-06,101.89228839296283
220,5.012280750118922e-06,102.0909720296793,5.083443653402907e-06,102.05252324884589
221,4.992574992911084e-06,102.11664115994682,5.1588003219821434e-06,101.85481257583156
222,5.00479730742199e-06,102.09936088010703,5.197347452463653e-06,101.9979141697739
223,4.992485659034222e-06,102.11101676745292,5.487219291491342e-06,101.4191376657197
224,4.991538289284207e-06,102.1086739365371,5.1948073881000955e-06,101.81865238998876
225,4.984120615053608e-06,102.12295247964926,5.077815479704772e-06,101.99654573382753
226,4.980586465221688e-06,102.12510573380477,5.064067111313555e-06,102.08683527166193
227,4.969136933221833e-06,102.13668902772845,5.044755474073375e-06,102.04906865900213
228,4.968800572315836e-06,102.13695022974258,5.053382571504423e-06,102.0401680686257
229,4.986095190592168e-06,102.11338743196501,5.0537187703550005e-06,102.04593496611623
230,4.978087194006342e-06,102.11915248630764,5.12473233439695e-06,102.01297672156132
231,4.954072330063583e-06,102.15497339706599,5.091282858329853e-06,101.92369861024798
232,4.972692870476342e-06,102.12457548412688,5.141487765120639e-06,102.0300082582416
233,4.950599270248769e-06,102.15840609677188,5.030393431022248e-06,102.02940262303208
234,4.998179452011877e-06,102.09696168272646,5.081243596743496e-06,102.10204338304925
235,4.926173203589813e-06,102.18335132732258,5.132699907610941e-06,102.0389730280096
236,4.92791130484542e-06,102.1829304579088,5.215541932557244e-06,101.91005637428977
237,4.945027384562917e-06,102.15118709893216,5.011533641774087e-06,102.08533852317116
238,4.959648144215339e-06,102.13530371179114,5.191169839235954e-06,101.97486789587772
239,4.937852265318763e-06,102.16309315216847,5.079600305180065e-06,101.94954639781605
240,4.9487557067647894e-06,102.15130627967817,5.011501274786882e-06,102.12662723425663
241,4.938928324201807e-06,102.16491465464061,5.0475564972712714e-06,101.9799468531753
242,4.939762037854597e-06,102.16142816005609,5.0176871837086795e-06,102.08120630437678
243,4.910231806897998e-06,102.19164385602191,5.216131990671397e-06,101.9894624189897
244,4.919140667822888e-06,102.18937245117756,5.415835835954181e-06,101.72914225260416
245,4.914404181683477e-06,102.18947709659318,5.028923210788476e-06,102.14333838260535
246,4.918828342932627e-06,102.17960641429697,5.011567681680335e-06,102.09834289550781
247,4.9380309309524514e-06,102.165468107637,5.343826027952177e-06,101.77690610018644
248,4.915516694513391e-06,102.18096023950821,5.054678945960018e-06,102.1422777118105
249,4.925189096380746e-06,102.17283874653992,4.989373828169791e-06,102.09304578376539
250,4.905638710082042e-06,102.19167560070545,5.003270063863249e-06,102.13310958399917
251,4.915010824486519e-06,102.18327455605105,5.31686953929073e-06,101.60995802445845
252,4.911605781646384e-06,102.1857667025764,5.067153451267531e-06,102.03288282914595
253,4.9053157617848575e-06,102.19350850494314,5.142266739064573e-06,101.82282788825758
254,4.902915605563683e-06,102.19590156252845,5.00138506719271e-06,102.12053777521307
255,4.936393978164286e-06,102.15741142006188,4.9791590506422585e-06,102.08428871848366
256,4.929302349940145e-06,102.15259514797539,5.0503404743336215e-06,102.14393763686671
257,4.878602684328097e-06,102.2275167035723,5.347748411264602e-06,101.83808704723012
258,4.908990529122627e-06,102.19185339654243,5.124819929760909e-06,102.05852466930043
259,4.8985324744401755e-06,102.20426670456821,5.096163369506195e-06,101.96738276626124
260,4.881774790332061e-06,102.21791128163015,4.948088316626981e-06,102.15520047274502
261,4.9050820767461925e-06,102.18998918297686,4.9611710148217915e-06,102.14341162479285
262,4.882261523021583e-06,102.21262510784301,5.082739208415715e-06,102.12595987030954
263,4.896178719748272e-06,102.20346025302416,4.965872011036316e-06,102.21697443181819
264,4.891308016062466e-06,102.21553988796848,4.994804826172626e-06,102.1177431048769
265,4.879965184496999e-06,102.22078176431722,5.018600225439789e-06,102.08253918272077
266,4.876948252005778e-06,102.21742349549051,4.9459678242177086e-06,102.21492110743667
267,4.854804643180228e-06,102.2546014710184,4.959103606586613e-06,102.0782929391572
268,4.865966691494575e-06,102.23144095823203,4.9553771863098845e-06,102.13801237164121
269,4.857112757435165e-06,102.24573607615936,4.960125288837872e-06,102.1581651167436
270,4.865036373561799e-06,102.2311115782411,4.955138752627659e-06,102.19838760838364
271,4.860100941286471e-06,102.24133860839275,4.963792616763385e-06,102.08572295217803
272,4.868614137480731e-06,102.2288919494202,5.2461416750950525e-06,101.86189621434067
273,4.857236618868556e-06,102.24680435145096,5.079063722598331e-06,102.02926057757753
274,4.8463601678332245e-06,102.25623552371295,4.966365340254869e-06,102.12254351991595
275,4.861584818272202e-06,102.23026439391094,4.939773076661037e-06,102.11001226251776
276,4.87232070471774e-06,102.21828717923108,4.92827265671539e-06,102.15305434718276
277,4.851887119689531e-06,102.24494841319975,4.9303406795485046e-06,102.25203376538826
278,4.848028398674192e-06,102.25998629056491,4.919049151243543e-06,102.16121456261837
279,4.84169036351331e-06,102.25729630548082,4.9212744394908166e-06,102.21131328235973
280,4.858561459702704e-06,102.23611398834727,5.060682134640184e-06,102.08509077592329
281,4.844700452173502e-06,102.25090723993617,5.237830525099222e-06,101.92346422600023
282,4.825435699851606e-06,102.2816510806495,5.145606243758899e-06,101.79137175588897
283,4.878084664999633e-06,102.20568717405234,4.9115774676134935e-06,102.16886309999408
284,4.854528384694573e-06,102.23667666561954,4.931765827429693e-06,102.15442930279356
285,4.845342151121218e-06,102.24972297579536,4.909141901435126e-06,102.15324105927438
286,4.8235807047188355e-06,102.2781168036472,5.126094619657979e-06,101.97486419677735
287,4.831336442433754e-06,102.26600673150905,4.934848926275277e-06,102.21815328887014
288,4.841444037833912e-06,102.25611959035024,4.888223217373403e-06,102.20743671764026
289,4.819071752529459e-06,102.28085110466519,4.911970316959813e-06,102.2046675710967
290,4.821862090754636e-06,102.28274694269354,5.084043200578449e-06,101.87763667251124
291,4.81481548548628e-06,102.28314978397253,4.9114032222088564e-06,102.23465030554569
292,4.823185397404784e-06,102.27632901136136,4.885042088779191e-06,102.2051724058209
293,4.821191138789651e-06,102.27947363224341,4.94152584658216e-06,102.1846421212861
294,4.817303692412374e-06,102.28274213599714,4.90212013656591e-06,102.13765910755504
295,4.82643849505676e-06,102.26144083303171,5.097333743117016e-06,102.08349822073272
296,4.805199975120164e-06,102.3022876296677,5.006548704069715e-06,102.11518887606535
297,4.812667464580416e-06,102.27984258193791,5.2099292340492616e-06,101.99061565977155
298,4.822590598936404e-06,102.27823934488363,4.936714401882262e-06,102.15264439438329
299,4.802194131001784e-06,102.29627424191206,4.911326369906557e-06,102.26293237859552
300,4.829968282112557e-06,102.26868829402612,4.871076618490571e-06,102.20661473129735
301,4.8108900296081876e-06,102.2861267125412,4.876416865458437e-06,102.22970673532197
302,4.807271138020837e-06,102.28440750157638,4.968422383006493e-06,102.20286745013613
303,4.810633594375772e-06,102.28411034430657,4.884812165762537e-06,102.23293715968276
304,4.809753336048998e-06,102.29073041938123,5.427456135569655e-06,101.71446015329072
305,4.807941047140964e-06,102.28931376637279,5.046914868051483e-06,102.0994277491714
306,4.8048911710980184e-06,102.29197641795054,4.858162386274974e-06,102.25692249644887
307,4.793954108070907e-06,102.30262642458047,4.864892206100966e-06,102.2105820164536
308,4.7949628374003844e-06,102.30356695855414,5.0281726433957266e-06,102.05417771772905
309,4.805356581627672e-06,102.28363389448685,4.946746638311059e-06,102.20344062573982
310,4.786742363708316e-06,102.31351383307042,4.849339700630287e-06,102.23330563631924
311,4.784893935890505e-06,102.31672189352396,4.859119483378229e-06,102.20814759225556
312,4.786455467653907e-06,102.30917681002673,5.217462942461928e-06,101.66874412767815
313,4.808913580128936e-06,102.28033576022773,4.973549463708575e-06,102.02178104285038
314,4.795881870602745e-06,102.29595413314712,4.857054718189774e-06,102.17922062729345
315,4.780116492936237e-06,102.31856122210309,4.880050415301935e-06,102.16692292184541
316,4.769663156305251e-06,102.33247594944525,4.941802567235286e-06,102.21524519486861
317,4.771139495975543e-06,102.33360098031851,5.338477565215505e-06,101.77346223773378
318,4.772247326836974e-06,102.32448218356757,4.9054373889565325e-06,102.11595380378492
319,4.77100229867858e-06,102.329102662271,5.2267182278834905e-06,101.90712437485203
320,4.780502599513561e-06,102.3181762396539,4.850498011034109e-06,102.23988046357125
321,4.780680597209253e-06,102.31154456932228,4.947421218799497e-06,102.18658548990885
322,4.816679340920676e-06,102.27130440736428,4.837496092505083e-06,102.2782089695786
323,4.755458372350582e-06,102.33636807386137,4.84567230931575e-06,102.28169907078599
324,4.768267803046487e-06,102.33157281266503,5.104810357310767e-06,101.99453097256747
325,4.773230094417587e-06,102.3247129910698,4.911025021239325e-06,102.2085356278853
326,4.770296819750676e-06,102.31428042823062,4.830320595470821e-06,102.29730155251242
327,4.774366241537944e-06,102.31783246945112,4.815343215864921e-06,102.28832679517342
328,4.7568290332522e-06,102.33639947922357,4.886789536778286e-06,102.1833944609671
329,4.770385431586266e-06,102.32092291985359,4.83156636068033e-06,102.19831071333452
330,4.7558146322586415e-06,102.32801263342371,4.821893986500623e-06,102.27512914484197
331,4.74354020656337e-06,102.35012788928194,4.820695625257389e-06,102.29057145552201
332,4.744943421587618e-06,102.34232212377873,4.813703198482417e-06,102.31289802320076
333,4.739827024925442e-06,102.34985313575585,4.861598355284624e-06,102.15798746744791
334,4.7524319710443e-06,102.33143817039081,4.892360092609042e-06,102.07657248757103
335,4.744131981354073e-06,102.34241172096947,4.964231420396545e-06,102.14678104285038
336,4.737134132443053e-06,102.35013451707391,5.065903902008854e-06,102.0548764777906
337,4.73700317336813e-06,102.35314639360477,4.901426128719433e-06,102.16368482185132
338,4.727282991779627e-06,102.35486149145451,4.81354085367815e-06,102.27879721901634
339,4.744286861729679e-06,102.33402084812974,4.85065594341105e-06,102.2923080444336
340,4.746796320176098e-06,102.33357466121932,4.930026311326815e-06,102.1743408203125
341,4.719255907974062e-06,102.36482475796501,4.915509552202738e-06,102.07643867261481
342,4.7439996038702215e-06,102.3382256197985,4.8215192801955816e-06,102.28352832216206
343,4.717508936643471e-06,102.36471162311403,4.790257583987444e-06,102.31645253499349
344,4.717338799250439e-06,102.3687238438035,4.7823340179148184e-06,102.2540389552261
345,4.704286227357413e-06,102.38404064045086,4.807875010363094e-06,102.3008418227687
